PaymentID,OrderID,PaymentMode,PaymentAmount,PaymentStatus,PaymentDate
1306,1306,NetBanking,51991,Failed,2024-12-24 16:33:10.639136
1307,1307,UPI,70858,Refunded,2025-07-14 16:33:10.639136
1308,1308,NetBanking,17775,Paid,2024-03-30 16:33:10.639136
1309,1309,NetBanking,44507,Paid,2024-12-14 16:33:10.639136
1310,1310,UPI,2882,Paid,2024-09-29 16:33:10.639136
1311,1311,UPI,48745,Paid,2024-03-09 16:33:10.639136
1312,1312,Wallet,64824,Paid,2024-12-05 16:33:10.639136
1313,1313,NetBanking,18231,Failed,2024-11-28 16:33:10.639136
1314,1314,Card,56857,Failed,2024-12-11 16:33:10.639136
1315,1315,UPI,57461,Refunded,2026-01-01 16:33:10.639136
1316,1316,Wallet,77874,Refunded,2024-09-18 16:33:10.639136
1317,1317,Wallet,23515,Failed,2025-05-08 16:33:10.639136
1318,1318,Card,76343,Refunded,2025-01-10 16:33:10.639136
1319,1319,Card,28974,Refunded,2025-12-23 16:33:10.639136
1320,1320,UPI,72464,Paid,2025-07-26 16:33:10.639136
1321,1321,Wallet,25198,Failed,2025-12-13 16:33:10.639136
1322,1322,Card,22011,Failed,2025-09-03 16:33:10.639136
1323,1323,NetBanking,67829,Paid,2025-06-22 16:33:10.639136
1324,1324,UPI,36139,Paid,2025-12-16 16:33:10.639136
1325,1325,Card,46374,Failed,2025-12-16 16:33:10.639136
1326,1326,Card,10564,Refunded,2025-11-08 16:33:10.639136
1327,1327,Wallet,48331,Refunded,2024-10-16 16:33:10.639136
1328,1328,UPI,10770,Refunded,2025-04-30 16:33:10.639136
1329,1329,Wallet,77948,Paid,2026-01-09 16:33:10.639136
1330,1330,UPI,25256,Failed,2024-10-31 16:33:10.639136
1331,1331,COD,61486,Refunded,2024-04-17 16:33:10.639136
1332,1332,COD,1096,Failed,2025-12-21 16:33:10.639136
1333,1333,UPI,65161,Failed,2025-03-08 16:33:10.639136
1334,1334,UPI,73415,Refunded,2024-12-19 16:33:10.639136
1335,1335,Wallet,37234,Refunded,2025-10-02 16:33:10.639136
1336,1336,Wallet,52563,Paid,2025-02-07 16:33:10.639136
1337,1337,NetBanking,49730,Refunded,2025-04-20 16:33:10.639136
1338,1338,NetBanking,16616,Paid,2024-10-19 16:33:10.639136
1339,1339,Wallet,1705,Failed,2025-10-03 16:33:10.639136
1340,1340,COD,9762,Refunded,2024-11-08 16:33:10.639136
1341,1341,Wallet,36831,Refunded,2025-02-20 16:33:10.639136
1342,1342,COD,22654,Paid,2025-03-04 16:33:10.639136
1343,1343,Wallet,43822,Failed,2024-06-01 16:33:10.639136
1344,1344,Card,24963,Refunded,2024-03-25 16:33:10.639136
1345,1345,COD,9023,Failed,2024-12-16 16:33:10.639136
1346,1346,UPI,76462,Failed,2024-09-19 16:33:10.639136
1347,1347,COD,14583,Refunded,2026-02-08 16:33:10.639136
1348,1348,UPI,3596,Refunded,2025-04-14 16:33:10.639136
1349,1349,NetBanking,40651,Failed,2024-06-07 16:33:10.639136
1350,1350,Card,56415,Paid,2025-04-05 16:33:10.639136
1351,1351,COD,79551,Paid,2025-01-27 16:33:10.639136
1352,1352,UPI,33205,Paid,2025-07-06 16:33:10.639136
1353,1353,Card,65293,Paid,2024-07-12 16:33:10.639136
1354,1354,Card,34385,Paid,2025-04-23 16:33:10.639136
1355,1355,NetBanking,66041,Failed,2024-03-30 16:33:10.639136
1356,1356,Card,22808,Paid,2025-11-28 16:33:10.639136
1357,1357,Wallet,14884,Paid,2025-07-31 16:33:10.639136
1358,1358,UPI,58048,Paid,2025-08-10 16:33:10.639136
1359,1359,Wallet,74937,Paid,2025-02-14 16:33:10.639136
1360,1360,COD,58280,Refunded,2026-01-17 16:33:10.639136
1361,1361,COD,18422,Paid,2024-05-01 16:33:10.639136
1362,1362,Card,58033,Refunded,2025-01-08 16:33:10.639136
1363,1363,Wallet,55658,Paid,2025-07-12 16:33:10.639136
1364,1364,Card,9418,Paid,2024-12-28 16:33:10.639136
1365,1365,Wallet,27180,Paid,2024-06-05 16:33:10.639136
1366,1366,UPI,70328,Refunded,2025-04-06 16:33:10.639136
1367,1367,Card,31753,Paid,2025-05-06 16:33:10.639136
1368,1368,COD,76413,Failed,2026-01-08 16:33:10.639136
1369,1369,UPI,3706,Paid,2025-08-17 16:33:10.639136
1370,1370,UPI,66972,Paid,2024-10-25 16:33:10.639136
1371,1371,NetBanking,39238,Refunded,2025-03-06 16:33:10.639136
1372,1372,UPI,5106,Paid,2024-06-30 16:33:10.639136
1373,1373,UPI,65840,Paid,2024-12-26 16:33:10.639136
1374,1374,UPI,33338,Paid,2025-08-29 16:33:10.639136
1375,1375,UPI,58886,Paid,2024-07-05 16:33:10.639136
1376,1376,Wallet,34513,Failed,2024-04-23 16:33:10.639136
1377,1377,NetBanking,72309,Failed,2025-08-17 16:33:10.639136
1378,1378,NetBanking,25308,Paid,2024-04-24 16:33:10.639136
1379,1379,COD,74632,Refunded,2025-09-28 16:33:10.639136
1380,1380,NetBanking,1608,Paid,2025-12-30 16:33:10.639136
1381,1381,Card,2900,Failed,2024-08-29 16:33:10.639136
1382,1382,COD,65156,Failed,2024-09-24 16:33:10.639136
1383,1383,Card,40411,Failed,2024-06-30 16:33:10.639136
1384,1384,UPI,5886,Failed,2025-02-22 16:33:10.639136
1385,1385,UPI,6096,Paid,2024-12-16 16:33:10.639136
1386,1386,NetBanking,454,Paid,2024-03-02 16:33:10.639136
1387,1387,COD,14686,Paid,2024-06-22 16:33:10.639136
1388,1388,Card,44270,Failed,2025-01-25 16:33:10.639136
1389,1389,NetBanking,75071,Failed,2024-07-04 16:33:10.639136
1390,1390,UPI,62112,Paid,2026-01-20 16:33:10.639136
1391,1391,Card,30611,Refunded,2025-02-18 16:33:10.639136
1392,1392,NetBanking,61050,Paid,2025-12-22 16:33:10.639136
1393,1393,UPI,64310,Failed,2024-05-07 16:33:10.639136
1394,1394,Wallet,78831,Refunded,2025-10-07 16:33:10.639136
1395,1395,Wallet,65318,Refunded,2025-09-08 16:33:10.639136
1396,1396,NetBanking,64570,Failed,2025-06-20 16:33:10.639136
1397,1397,NetBanking,48836,Paid,2024-09-28 16:33:10.639136
1398,1398,Wallet,63164,Failed,2025-12-22 16:33:10.639136
1399,1399,UPI,17081,Paid,2025-11-01 16:33:10.639136
1400,1400,Wallet,11213,Refunded,2025-09-28 16:33:10.639136
1401,1401,Card,60030,Refunded,2025-12-01 16:33:10.639136
1402,1402,Card,5668,Failed,2025-07-21 16:33:10.639136
1403,1403,NetBanking,29668,Paid,2024-11-26 16:33:10.639136
1404,1404,COD,15523,Refunded,2024-11-03 16:33:10.639136
1405,1405,COD,44971,Refunded,2025-07-16 16:33:10.639136
1406,1406,NetBanking,67021,Paid,2025-12-10 16:33:10.639136
1407,1407,NetBanking,29474,Failed,2024-06-14 16:33:10.639136
1408,1408,Wallet,73013,Refunded,2024-03-21 16:33:10.639136
1409,1409,NetBanking,76056,Refunded,2025-04-06 16:33:10.639136
1410,1410,COD,5449,Paid,2025-11-21 16:33:10.639136
1411,1411,UPI,45791,Failed,2025-01-10 16:33:10.639136
1412,1412,Wallet,43644,Refunded,2024-09-03 16:33:10.639136
1413,1413,Wallet,14099,Refunded,2025-12-02 16:33:10.639136
1414,1414,COD,31450,Refunded,2025-03-25 16:33:10.639136
1415,1415,Card,4521,Failed,2024-11-30 16:33:10.639136
1416,1416,COD,78967,Paid,2024-10-17 16:33:10.639136
1417,1417,Wallet,24146,Failed,2024-05-12 16:33:10.639136
1418,1418,Wallet,41644,Failed,2024-03-21 16:33:10.639136
1419,1419,NetBanking,30071,Refunded,2025-01-05 16:33:10.639136
1420,1420,NetBanking,59980,Paid,2024-07-11 16:33:10.639136
1421,1421,UPI,61575,Refunded,2024-05-05 16:33:10.639136
1422,1422,COD,26049,Failed,2025-09-13 16:33:10.639136
1423,1423,COD,24567,Paid,2026-01-22 16:33:10.639136
1424,1424,COD,47260,Refunded,2025-12-14 16:33:10.639136
1425,1425,COD,44315,Paid,2026-01-08 16:33:10.639136
1426,1426,COD,35193,Failed,2024-03-26 16:33:10.639136
1427,1427,NetBanking,67852,Refunded,2025-10-18 16:33:10.639136
1428,1428,NetBanking,59973,Failed,2026-02-03 16:33:10.639136
1429,1429,Wallet,69095,Refunded,2025-10-12 16:33:10.639136
1430,1430,Card,17950,Paid,2024-03-22 16:33:10.639136
1431,1431,UPI,59907,Paid,2026-01-14 16:33:10.639136
1432,1432,UPI,36537,Paid,2025-11-13 16:33:10.639136
1433,1433,COD,65013,Paid,2024-06-25 16:33:10.639136
1434,1434,Card,38872,Failed,2024-06-06 16:33:10.639136
1435,1435,NetBanking,48311,Refunded,2025-07-06 16:33:10.639136
1436,1436,Wallet,2247,Failed,2024-05-26 16:33:10.639136
1437,1437,UPI,40914,Refunded,2025-05-01 16:33:10.639136
1438,1438,NetBanking,63570,Paid,2025-08-06 16:33:10.639136
1439,1439,NetBanking,33900,Failed,2024-07-20 16:33:10.639136
1440,1440,NetBanking,16725,Failed,2024-12-22 16:33:10.639136
1441,1441,NetBanking,7971,Refunded,2024-11-09 16:33:10.639136
1442,1442,Wallet,72107,Failed,2025-06-14 16:33:10.639136
1443,1443,UPI,15270,Paid,2024-06-18 16:33:10.639136
1444,1444,Wallet,60910,Failed,2024-03-04 16:33:10.639136
1445,1445,Card,31944,Paid,2025-01-18 16:33:10.639136
1446,1446,NetBanking,6361,Refunded,2024-12-07 16:33:10.639136
1447,1447,COD,29577,Paid,2025-06-07 16:33:10.639136
1448,1448,Card,17842,Failed,2025-03-10 16:33:10.639136
1449,1449,NetBanking,69682,Refunded,2025-11-08 16:33:10.639136
1450,1450,NetBanking,33802,Refunded,2026-01-14 16:33:10.639136
1451,1451,UPI,28221,Refunded,2024-04-17 16:33:10.639136
1452,1452,COD,30029,Refunded,2024-06-01 16:33:10.639136
1453,1453,NetBanking,58174,Refunded,2025-10-20 16:33:10.639136
1454,1454,Wallet,77517,Refunded,2024-07-14 16:33:10.639136
1455,1455,COD,53145,Refunded,2024-08-01 16:33:10.639136
1456,1456,COD,61425,Paid,2024-12-04 16:33:10.639136
1457,1457,Wallet,16087,Paid,2026-01-15 16:33:10.639136
1458,1458,Card,7957,Paid,2025-07-26 16:33:10.639136
1459,1459,NetBanking,38002,Paid,2024-07-07 16:33:10.639136
1460,1460,Card,11175,Failed,2025-02-18 16:33:10.639136
1461,1461,NetBanking,48904,Paid,2025-07-25 16:33:10.639136
1462,1462,UPI,21964,Failed,2025-03-01 16:33:10.639136
1463,1463,Wallet,10774,Failed,2024-04-17 16:33:10.639136
1464,1464,UPI,32408,Failed,2024-10-23 16:33:10.639136
1465,1465,NetBanking,35695,Paid,2024-07-26 16:33:10.639136
1466,1466,COD,50182,Refunded,2025-06-13 16:33:10.639136
1467,1467,COD,3913,Refunded,2025-01-22 16:33:10.639136
1468,1468,Card,49999,Paid,2025-01-06 16:33:10.639136
1469,1469,UPI,20494,Paid,2024-06-24 16:33:10.639136
1470,1470,UPI,44313,Failed,2024-06-09 16:33:10.639136
1471,1471,UPI,15082,Refunded,2024-03-17 16:33:10.639136
1472,1472,Card,3839,Failed,2024-03-01 16:33:10.639136
1473,1473,NetBanking,13629,Paid,2025-04-05 16:33:10.639136
1474,1474,Wallet,26925,Paid,2024-03-23 16:33:10.639136
1475,1475,COD,17055,Paid,2024-05-06 16:33:10.639136
1476,1476,COD,34905,Paid,2025-12-12 16:33:10.639136
1477,1477,NetBanking,57575,Refunded,2024-10-26 16:33:10.639136
1478,1478,COD,26436,Refunded,2024-11-16 16:33:10.639136
1479,1479,Card,41613,Failed,2024-06-20 16:33:10.639136
1480,1480,UPI,53855,Paid,2026-01-20 16:33:10.639136
1481,1481,COD,75025,Refunded,2025-11-05 16:33:10.639136
1482,1482,COD,35607,Refunded,2024-07-13 16:33:10.639136
1483,1483,NetBanking,11376,Refunded,2024-11-26 16:33:10.639136
1484,1484,COD,41433,Paid,2025-05-13 16:33:10.639136
1485,1485,COD,70364,Paid,2025-04-05 16:33:10.639136
1486,1486,Wallet,16879,Refunded,2025-12-06 16:33:10.639136
1487,1487,Wallet,48532,Paid,2025-08-18 16:33:10.639136
1488,1488,UPI,35551,Refunded,2025-10-05 16:33:10.639136
1489,1489,COD,4315,Paid,2024-09-02 16:33:10.639136
1490,1490,Card,25739,Failed,2025-09-09 16:33:10.639136
1491,1491,COD,77946,Paid,2025-02-09 16:33:10.639136
1492,1492,Wallet,7535,Refunded,2024-09-17 16:33:10.639136
1493,1493,COD,22665,Refunded,2025-08-02 16:33:10.639136
1494,1494,UPI,44248,Paid,2025-07-10 16:33:10.639136
1495,1495,COD,6173,Failed,2025-12-31 16:33:10.639136
1496,1496,Wallet,11738,Refunded,2026-01-21 16:33:10.639136
1497,1497,NetBanking,27963,Failed,2024-11-10 16:33:10.639136
1498,1498,COD,17437,Failed,2024-08-22 16:33:10.639136
1499,1499,COD,62244,Failed,2025-07-03 16:33:10.639136
1500,1500,NetBanking,33375,Failed,2024-11-25 16:33:10.639136
1501,1501,Wallet,51386,Failed,2025-10-12 16:33:10.639136
1502,1502,Card,4646,Failed,2025-05-01 16:33:10.639136
1503,1503,COD,7129,Paid,2025-05-09 16:33:10.639136
1504,1504,UPI,50863,Refunded,2025-08-16 16:33:10.639136
1505,1505,Wallet,17988,Failed,2024-12-19 16:33:10.639136
1506,1506,Wallet,57136,Paid,2026-01-06 16:33:10.639136
1507,1507,NetBanking,47930,Failed,2024-09-18 16:33:10.639136
1508,1508,NetBanking,60838,Refunded,2024-10-09 16:33:10.639136
1509,1509,Wallet,46289,Refunded,2024-12-12 16:33:10.639136
1510,1510,NetBanking,2912,Refunded,2024-06-01 16:33:10.639136
1511,1511,Card,16096,Paid,2024-11-05 16:33:10.639136
1512,1512,UPI,61513,Paid,2025-02-22 16:33:10.639136
1513,1513,COD,46629,Refunded,2024-09-08 16:33:10.639136
1514,1514,Wallet,57224,Paid,2024-05-23 16:33:10.639136
1515,1515,NetBanking,8122,Refunded,2025-11-09 16:33:10.639136
1516,1516,Card,18725,Refunded,2024-11-03 16:33:10.639136
1517,1517,NetBanking,4273,Failed,2025-09-18 16:33:10.639136
1518,1518,Card,52253,Paid,2025-02-22 16:33:10.639136
1519,1519,UPI,62711,Failed,2024-09-12 16:33:10.639136
1520,1520,UPI,51874,Paid,2024-09-28 16:33:10.639136
1521,1521,Card,48923,Paid,2025-12-14 16:33:10.639136
1522,1522,Card,76810,Failed,2024-10-28 16:33:10.639136
1523,1523,Wallet,66852,Refunded,2024-11-09 16:33:10.639136
1524,1524,COD,20457,Failed,2025-09-11 16:33:10.639136
1525,1525,Wallet,47056,Paid,2026-01-21 16:33:10.639136
1526,1526,Card,56217,Paid,2025-07-14 16:33:10.639136
1527,1527,Wallet,34881,Refunded,2025-04-18 16:33:10.639136
1528,1528,COD,44256,Failed,2025-10-30 16:33:10.639136
1529,1529,COD,46604,Failed,2025-07-22 16:33:10.639136
1530,1530,UPI,22914,Failed,2024-09-03 16:33:10.639136
1531,1531,UPI,64820,Refunded,2024-12-09 16:33:10.639136
1532,1532,Card,57799,Refunded,2024-06-07 16:33:10.639136
1533,1533,Wallet,30160,Paid,2024-07-16 16:33:10.639136
1534,1534,COD,3302,Paid,2024-09-24 16:33:10.639136
1535,1535,Wallet,27550,Failed,2025-12-31 16:33:10.639136
1536,1536,Card,62563,Failed,2024-06-02 16:33:10.639136
1537,1537,NetBanking,53763,Failed,2026-02-15 16:33:10.639136
1538,1538,UPI,36477,Paid,2024-11-29 16:33:10.639136
1539,1539,NetBanking,44286,Refunded,2025-02-28 16:33:10.639136
1540,1540,UPI,10786,Paid,2025-09-06 16:33:10.639136
1541,1541,NetBanking,30530,Refunded,2024-05-10 16:33:10.639136
1542,1542,UPI,2285,Failed,2024-02-25 16:33:10.639136
1543,1543,Card,17404,Refunded,2025-10-28 16:33:10.639136
1544,1544,Card,5162,Failed,2025-12-15 16:33:10.639136
1545,1545,COD,44569,Refunded,2025-02-18 16:33:10.639136
1546,1546,Card,69129,Refunded,2024-07-06 16:33:10.639136
1547,1547,NetBanking,55250,Failed,2025-06-26 16:33:10.639136
1548,1548,COD,24128,Paid,2025-11-19 16:33:10.639136
1549,1549,Card,41926,Refunded,2024-11-16 16:33:10.639136
1550,1550,Card,30246,Refunded,2025-05-31 16:33:10.639136
1551,1551,Card,17657,Refunded,2025-05-15 16:33:10.639136
1552,1552,Wallet,28504,Refunded,2025-04-22 16:33:10.639136
1553,1553,Wallet,24724,Paid,2025-02-05 16:33:10.639136
1554,1554,UPI,5582,Paid,2024-07-09 16:33:10.639136
1555,1555,NetBanking,385,Failed,2025-05-15 16:33:10.639136
1556,1556,Card,9075,Failed,2024-09-04 16:33:10.639136
1557,1557,COD,68609,Failed,2025-09-23 16:33:10.639136
1558,1558,NetBanking,45192,Paid,2025-07-11 16:33:10.639136
1559,1559,UPI,47542,Failed,2025-06-20 16:33:10.639136
1560,1560,Card,14801,Paid,2025-02-17 16:33:10.639136
1561,1561,Card,763,Refunded,2025-09-22 16:33:10.639136
1562,1562,Wallet,25699,Paid,2025-09-10 16:33:10.639136
1563,1563,NetBanking,29295,Paid,2025-12-31 16:33:10.639136
1564,1564,Wallet,47563,Paid,2025-06-20 16:33:10.639136
1565,1565,Wallet,27671,Paid,2025-06-11 16:33:10.639136
1566,1566,NetBanking,30049,Paid,2024-07-01 16:33:10.639136
1567,1567,Wallet,62634,Paid,2024-11-26 16:33:10.639136
1568,1568,UPI,41008,Refunded,2025-02-01 16:33:10.639136
1569,1569,UPI,21159,Refunded,2026-01-25 16:33:10.639136
1570,1570,NetBanking,49105,Refunded,2025-12-04 16:33:10.639136
1571,1571,UPI,69076,Paid,2025-04-15 16:33:10.639136
1572,1572,Wallet,2629,Paid,2025-11-02 16:33:10.639136
1573,1573,UPI,62075,Paid,2024-08-13 16:33:10.639136
1574,1574,UPI,73701,Refunded,2025-11-23 16:33:10.639136
1575,1575,NetBanking,11392,Paid,2024-06-22 16:33:10.639136
1576,1576,Wallet,76791,Failed,2025-02-08 16:33:10.639136
1577,1577,Card,32353,Refunded,2025-12-08 16:33:10.639136
1578,1578,COD,74941,Failed,2024-03-28 16:33:10.639136
1579,1579,Card,30946,Paid,2024-05-06 16:33:10.639136
1580,1580,COD,67845,Refunded,2025-06-08 16:33:10.639136
1581,1581,COD,15271,Failed,2025-02-22 16:33:10.639136
1582,1582,NetBanking,4073,Paid,2024-08-08 16:33:10.639136
1583,1583,Card,2003,Refunded,2025-08-10 16:33:10.639136
1584,1584,Wallet,7630,Failed,2024-02-22 16:33:10.639136
1585,1585,Wallet,37294,Paid,2025-06-09 16:33:10.639136
1586,1586,COD,1744,Paid,2024-12-01 16:33:10.639136
1587,1587,UPI,29171,Paid,2024-04-07 16:33:10.639136
1588,1588,NetBanking,67470,Refunded,2025-08-31 16:33:10.639136
1589,1589,NetBanking,64900,Refunded,2025-02-10 16:33:10.639136
1590,1590,Wallet,63716,Failed,2025-02-01 16:33:10.639136
1591,1591,Wallet,44513,Paid,2025-10-12 16:33:10.639136
1592,1592,COD,75571,Paid,2024-12-25 16:33:10.639136
1593,1593,COD,5848,Failed,2025-11-13 16:33:10.639136
1594,1594,NetBanking,23265,Paid,2025-03-25 16:33:10.639136
1595,1595,NetBanking,38377,Refunded,2025-03-27 16:33:10.639136
1596,1596,Card,58568,Paid,2025-07-16 16:33:10.639136
1597,1597,NetBanking,44648,Paid,2025-08-25 16:33:10.639136
1598,1598,UPI,37953,Refunded,2024-07-05 16:33:10.639136
1599,1599,UPI,40631,Paid,2025-12-16 16:33:10.639136
1600,1600,Wallet,35640,Refunded,2025-01-15 16:33:10.639136
1601,1601,UPI,34180,Failed,2024-07-17 16:33:10.639136
1602,1602,UPI,64031,Failed,2024-11-12 16:33:10.639136
1603,1603,Card,38983,Refunded,2024-09-12 16:33:10.639136
1604,1604,Wallet,37756,Paid,2025-04-29 16:33:10.639136
1605,1605,NetBanking,59068,Failed,2024-03-24 16:33:10.639136
1606,1606,NetBanking,73064,Refunded,2025-09-14 16:33:10.639136
1607,1607,NetBanking,74077,Refunded,2026-02-01 16:33:10.639136
1608,1608,COD,70048,Failed,2025-05-21 16:33:10.639136
1609,1609,COD,10079,Paid,2024-04-14 16:33:10.639136
1610,1610,NetBanking,57446,Failed,2025-12-06 16:33:10.639136
1611,1611,Card,56402,Failed,2024-05-22 16:33:10.639136
1612,1612,Wallet,58867,Refunded,2024-10-17 16:33:10.639136
1613,1613,Wallet,59184,Refunded,2025-11-05 16:33:10.639136
1614,1614,COD,28593,Failed,2025-06-17 16:33:10.639136
1615,1615,UPI,9700,Paid,2024-11-30 16:33:10.639136
1616,1616,Wallet,28087,Paid,2025-05-05 16:33:10.639136
1617,1617,COD,46910,Refunded,2026-01-05 16:33:10.639136
1618,1618,Wallet,68558,Paid,2024-11-09 16:33:10.639136
1619,1619,Card,57680,Refunded,2024-03-04 16:33:10.639136
1620,1620,COD,57923,Paid,2024-12-14 16:33:10.639136
1621,1621,UPI,63438,Refunded,2025-10-14 16:33:10.639136
1622,1622,Card,51184,Failed,2024-04-28 16:33:10.639136
1623,1623,Wallet,58796,Failed,2025-03-28 16:33:10.639136
1624,1624,Wallet,23587,Failed,2026-02-01 16:33:10.639136
1625,1625,Wallet,18492,Paid,2024-10-01 16:33:10.639136
1626,1626,Card,61754,Paid,2025-02-03 16:33:10.639136
1627,1627,NetBanking,15641,Paid,2025-02-25 16:33:10.639136
1628,1628,NetBanking,63608,Paid,2024-05-03 16:33:10.639136
1629,1629,Card,32858,Paid,2024-03-17 16:33:10.639136
1630,1630,Wallet,44949,Failed,2025-12-25 16:33:10.639136
1631,1631,Wallet,75711,Failed,2025-10-12 16:33:10.639136
1632,1632,UPI,48357,Paid,2024-07-13 16:33:10.639136
1633,1633,COD,24006,Failed,2025-03-22 16:33:10.639136
1634,1634,NetBanking,2784,Paid,2025-10-05 16:33:10.639136
1635,1635,Wallet,310,Failed,2025-07-05 16:33:10.639136
1636,1636,Wallet,28099,Failed,2025-12-19 16:33:10.639136
1637,1637,Wallet,6252,Refunded,2024-09-16 16:33:10.639136
1638,1638,UPI,26700,Failed,2024-05-03 16:33:10.639136
1639,1639,Card,53370,Failed,2025-12-19 16:33:10.639136
1640,1640,Card,16585,Refunded,2025-07-30 16:33:10.639136
1641,1641,COD,57043,Refunded,2025-08-20 16:33:10.639136
1642,1642,COD,79113,Failed,2025-05-15 16:33:10.639136
1643,1643,UPI,65517,Paid,2025-04-30 16:33:10.639136
1644,1644,UPI,3462,Failed,2024-11-23 16:33:10.639136
1645,1645,NetBanking,13217,Failed,2024-10-21 16:33:10.639136
1646,1646,Card,58545,Paid,2024-04-11 16:33:10.639136
1647,1647,COD,77696,Paid,2025-12-26 16:33:10.639136
1648,1648,NetBanking,40684,Failed,2024-09-07 16:33:10.639136
1649,1649,NetBanking,73576,Failed,2024-05-13 16:33:10.639136
1650,1650,NetBanking,31442,Refunded,2026-02-07 16:33:10.639136
1651,1651,NetBanking,57434,Paid,2024-05-10 16:33:10.639136
1652,1652,COD,62853,Refunded,2025-07-04 16:33:10.639136
1653,1653,COD,1014,Refunded,2025-01-16 16:33:10.639136
1654,1654,COD,49306,Refunded,2025-05-11 16:33:10.639136
1655,1655,NetBanking,16182,Refunded,2024-07-20 16:33:10.639136
1656,1656,COD,70875,Refunded,2025-07-14 16:33:10.639136
1657,1657,COD,8990,Failed,2024-08-11 16:33:10.639136
1658,1658,NetBanking,66509,Failed,2024-10-15 16:33:10.639136
1659,1659,UPI,33058,Paid,2025-10-29 16:33:10.639136
1660,1660,Wallet,65810,Failed,2024-08-14 16:33:10.639136
1661,1661,NetBanking,27363,Refunded,2024-11-09 16:33:10.639136
1662,1662,Wallet,22747,Paid,2025-11-28 16:33:10.639136
1663,1663,Card,18072,Paid,2026-02-18 16:33:10.639136
1664,1664,Card,75729,Refunded,2025-08-08 16:33:10.639136
1665,1665,Card,16278,Failed,2025-09-17 16:33:10.639136
1666,1666,UPI,2074,Failed,2026-02-03 16:33:10.639136
1667,1667,UPI,27937,Paid,2025-12-27 16:33:10.639136
1668,1668,UPI,38141,Refunded,2024-11-24 16:33:10.639136
1669,1669,Wallet,34090,Failed,2025-04-23 16:33:10.639136
1670,1670,NetBanking,63504,Paid,2025-02-25 16:33:10.639136
1671,1671,COD,14678,Refunded,2025-06-08 16:33:10.639136
1672,1672,NetBanking,51395,Paid,2024-12-18 16:33:10.639136
1673,1673,COD,54947,Refunded,2025-10-14 16:33:10.639136
1674,1674,Card,75793,Paid,2024-05-30 16:33:10.639136
1675,1675,NetBanking,40847,Failed,2025-05-14 16:33:10.639136
1676,1676,NetBanking,64628,Refunded,2025-05-24 16:33:10.639136
1677,1677,NetBanking,49016,Failed,2025-05-07 16:33:10.639136
1678,1678,NetBanking,52742,Failed,2025-06-25 16:33:10.639136
1679,1679,NetBanking,6343,Refunded,2025-02-14 16:33:10.639136
1680,1680,Card,1303,Refunded,2026-01-06 16:33:10.639136
1681,1681,COD,18507,Refunded,2025-05-10 16:33:10.639136
1682,1682,COD,43392,Failed,2024-08-26 16:33:10.639136
1683,1683,UPI,64557,Failed,2024-04-22 16:33:10.639136
1684,1684,COD,75333,Refunded,2025-08-22 16:33:10.639136
1685,1685,Wallet,65094,Refunded,2024-07-05 16:33:10.639136
1686,1686,Wallet,73379,Refunded,2025-07-02 16:33:10.639136
1687,1687,Card,61544,Failed,2024-12-21 16:33:10.639136
1688,1688,COD,18778,Paid,2024-02-24 16:33:10.639136
1689,1689,NetBanking,10293,Refunded,2026-02-04 16:33:10.639136
1690,1690,Wallet,47623,Refunded,2024-03-31 16:33:10.639136
1691,1691,NetBanking,79803,Paid,2025-10-20 16:33:10.639136
1692,1692,Wallet,61464,Refunded,2024-10-13 16:33:10.639136
1693,1693,Wallet,56796,Refunded,2024-11-27 16:33:10.639136
1694,1694,UPI,8287,Failed,2025-06-23 16:33:10.639136
1695,1695,Card,40214,Failed,2025-05-06 16:33:10.639136
1696,1696,Card,76766,Paid,2024-10-27 16:33:10.639136
1697,1697,Card,11697,Failed,2024-10-29 16:33:10.639136
1698,1698,UPI,25625,Paid,2025-08-29 16:33:10.639136
1699,1699,Card,74474,Paid,2024-10-23 16:33:10.639136
1700,1700,UPI,10552,Paid,2024-06-12 16:33:10.639136
1701,1701,Wallet,34651,Refunded,2024-03-11 16:33:10.639136
1702,1702,NetBanking,46552,Failed,2025-07-16 16:33:10.639136
1703,1703,Wallet,42586,Failed,2025-08-07 16:33:10.639136
1704,1704,NetBanking,42114,Failed,2024-07-04 16:33:10.639136
1705,1705,COD,46793,Paid,2025-09-24 16:33:10.639136
1706,1706,NetBanking,13876,Failed,2024-05-05 16:33:10.639136
1707,1707,COD,25478,Failed,2025-11-03 16:33:10.639136
1708,1708,NetBanking,33354,Failed,2025-05-29 16:33:10.639136
1709,1709,Wallet,27872,Failed,2024-05-03 16:33:10.639136
1710,1710,NetBanking,75156,Refunded,2024-09-10 16:33:10.639136
1711,1711,Wallet,60005,Refunded,2024-05-20 16:33:10.639136
1712,1712,Card,43215,Failed,2025-03-31 16:33:10.639136
1713,1713,NetBanking,56826,Paid,2025-12-22 16:33:10.639136
1714,1714,Card,71320,Refunded,2025-09-29 16:33:10.639136
1715,1715,COD,70611,Failed,2025-12-30 16:33:10.639136
1716,1716,COD,9151,Failed,2025-12-19 16:33:10.639136
1717,1717,Wallet,18663,Failed,2026-01-17 16:33:10.639136
1718,1718,NetBanking,6217,Refunded,2024-06-23 16:33:10.639136
1719,1719,Wallet,76635,Paid,2025-05-06 16:33:10.639136
1720,1720,Card,34768,Failed,2025-10-28 16:33:10.639136
